_uuid,start,end,today,survey_round,group_identification/household_id,group_identification/enumerator_name,group_identification/survey_date,group_identification/sub_county,group_identification/ward,group_identification/household_head_sex,group_identification/landholding_acres,group_advisory/reached_advisory,group_advisory/advisory_channels,group_training/ffs_completed,group_training/practices_used,crop_sales/crop_name,crop_sales/area_planted_acres,crop_sales/quantity_harvested_kg,crop_sales/quantity_sold_kg,crop_sales/price_received_kes_per_kg,crop_sales/buyer_type,crop_sales/sold_through_group,group_resilience/coping_strategies_used,yield_kg_per_acre,crop_income_kes,price_share_pct
uuid-Y2-414,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00415,S. Kamau,2028-06-27,kitui_rural,mbitini,male,4.86,yes,in_person,no,intercropping,maize,2.49,675.5,452.6,137.15,market_vendor,no,sold_productive_asset reduced_meals child_labour,273.9,48828.0,62.5
uuid-Y2-415,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00416,P. Kioko,2028-06-01,kitui_rural,township,female,5.0,no,,no,organic_amendment,sorghum,0.3,74.0,63.3,114.45,processor,no,reduced_meals borrowed_food,268.9,7115.0,61.1
uuid-Y2-416,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00417,M. Wanjiru,2028-06-20,kitui_rural,township,female,0.5,yes,radio,yes,staggered_planting intercropping min_tillage,maize,0.46,212.9,154.4,119.24,processor,no,none,402.8,20545.0,65.4
uuid-Y2-417,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00418,S. Kamau,2028-06-14,kitui_south,kyome_thaana,male,4.18,yes,in_person,no,water_harvesting organic_amendment staggered_planting mulching intercropping min_tillage drought_tolerant_seed,maize,1.73,682.2,354.9,93.07,processor,no,none,413.0,37799.0,61.7
uuid-Y2-418,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00419,M. Wanjiru,2028-06-22,kitui_rural,mbitini,male,0.65,no,,no,intercropping,green_grams,0.26,92.2,56.6,135.81,market_vendor,no,borrowed_food,329.7,7817.0,63.1
uuid-Y2-419,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00420,A. Ndaka,2028-06-02,kitui_south,mutonguni,female,0.25,no,,no,,maize,0.24,103.9,78.0,91.68,processor,no,none,444.4,8246.0,64.9
uuid-Y2-420,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00421,A. Ndaka,2028-06-24,mwingi_west,kwa_vonza,male,4.28,no,,no,water_harvesting intercropping,sorghum,1.92,586.7,486.4,126.92,producer_group,yes,sold_productive_asset borrowed_food child_labour,266.8,52944.0,70.1
uuid-Y2-421,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00422,J. Mwendwa,2028-06-18,kitui_rural,township,female,1.39,no,,no,min_tillage,pigeon_peas,0.46,175.9,83.6,73.3,market_vendor,no,reduced_meals,334.0,6684.0,67.2
uuid-Y2-422,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00423,A. Ndaka,2028-06-09,kitui_rural,township,female,3.89,yes,whatsapp,no,,green_grams,3.19,1332.2,831.6,64.18,processor,no,none,407.5,59247.0,68.3
uuid-Y2-423,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00424,P. Kioko,2028-06-19,kitui_rural,mbitini,female,3.67,no,,yes,staggered_planting organic_amendment water_harvesting,cowpeas,1.65,683.2,577.5,80.99,producer_group,yes,none,455.2,40128.0,72.5
uuid-Y2-424,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00425,M. Wanjiru,2028-06-17,mwingi_west,kwa_vonza,female,3.36,no,,no,mulching drought_tolerant_seed organic_amendment intercropping,cassava,3.08,1167.8,973.3,136.74,local_trader,no,sold_productive_asset child_labour,432.2,125616.0,64.8
uuid-Y2-425,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00426,M. Wanjiru,2028-06-16,kitui_south,mutonguni,male,2.19,yes,ivr,yes,,sorghum,0.29,123.6,78.7,81.09,producer_group,yes,sold_productive_asset reduced_meals borrowed_food,441.9,6022.0,75.7
uuid-Y2-426,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00427,A. Ndaka,2028-06-25,kitui_rural,township,male,0.72,no,,no,,cassava,0.7,158.4,117.5,63.65,local_trader,no,sold_productive_asset reduced_meals,248.3,7719.0,64.0
uuid-Y2-427,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00428,P. Kioko,2028-06-19,kitui_south,kyome_thaana,male,1.66,no,,no,drought_tolerant_seed staggered_planting min_tillage,cowpeas,0.44,152.3,114.7,103.6,local_trader,no,none,392.5,11018.0,63.8
uuid-Y2-428,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00429,M. Wanjiru,2028-06-11,kitui_rural,mbitini,male,5.0,yes,ivr radio,no,staggered_planting mulching,green_grams,4.36,1670.5,737.5,149.9,producer_group,yes,none,381.4,97982.0,77.7
uuid-Y2-429,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00430,P. Kioko,2028-06-23,kitui_south,kyome_thaana,male,3.96,yes,whatsapp in_person,yes,water_harvesting,sorghum,1.34,429.1,191.8,131.37,local_trader,no,sold_productive_asset borrowed_food,374.0,30947.0,68.8
uuid-Y2-430,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00431,J. Mwendwa,2028-06-14,kitui_south,kyome_thaana,female,1.72,no,,no,organic_amendment mulching,pigeon_peas,0.85,343.4,160.7,120.46,market_vendor,no,reduced_meals,365.7,23455.0,67.9
uuid-Y2-431,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00432,S. Kamau,2028-06-07,kitui_south,kyome_thaana,male,1.71,no,,no,water_harvesting,maize,1.54,573.8,488.9,63.91,processor,no,none,437.6,30044.0,68.9
uuid-Y2-432,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00433,J. Mwendwa,2028-06-04,mwingi_west,waita,male,3.16,no,,no,,cowpeas,0.81,257.9,220.8,57.8,local_trader,no,reduced_meals child_labour,355.3,10569.0,60.2
uuid-Y2-433,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00434,P. Kioko,2028-06-22,kitui_south,kyome_thaana,female,2.31,yes,ivr,no,organic_amendment,cassava,2.05,980.7,706.9,145.86,producer_group,yes,none,474.8,129498.0,78.2
uuid-Y2-434,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00435,S. Kamau,2028-06-27,kitui_rural,township,male,1.79,yes,sms,yes,drought_tolerant_seed organic_amendment mulching,cowpeas,1.72,727.0,420.5,170.7,producer_group,yes,child_labour,486.4,64564.0,75.3
uuid-Y2-435,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00436,M. Wanjiru,2028-06-25,kitui_rural,township,male,2.99,yes,whatsapp radio,yes,intercropping,pigeon_peas,0.99,343.0,171.1,84.5,producer_group,yes,child_labour,310.2,16259.0,77.1
uuid-Y2-436,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00437,A. Ndaka,2028-06-07,kitui_rural,mbitini,female,2.92,no,,no,intercropping mulching organic_amendment water_harvesting drought_tolerant_seed,pigeon_peas,1.75,951.6,526.5,79.49,processor,no,none,539.6,48174.0,67.3
uuid-Y2-437,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00438,J. Mwendwa,2028-06-24,mwingi_west,waita,male,1.25,no,,no,,maize,0.84,432.5,274.9,160.08,processor,no,none,521.0,40539.0,66.2
uuid-Y2-438,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00439,A. Ndaka,2028-06-01,kitui_south,mutonguni,male,2.64,yes,sms,no,organic_amendment min_tillage mulching water_harvesting,pigeon_peas,1.95,897.2,456.8,105.94,local_trader,no,borrowed_food,422.8,58948.0,65.3
uuid-Y2-439,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00440,M. Wanjiru,2028-06-20,mwingi_west,kwa_vonza,male,2.8,no,,no,,cassava,1.9,648.6,541.6,147.34,processor,no,sold_productive_asset child_labour,302.5,74678.0,67.2
uuid-Y2-440,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00441,P. Kioko,2028-06-05,kitui_south,mutonguni,female,2.07,no,,no,drought_tolerant_seed organic_amendment intercropping water_harvesting mulching staggered_planting,cowpeas,1.53,627.1,301.0,149.09,local_trader,no,borrowed_food sold_productive_asset child_labour,474.6,42627.0,65.2
uuid-Y2-441,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00442,J. Mwendwa,2028-06-04,kitui_rural,township,male,1.14,yes,whatsapp in_person,yes,,sorghum,0.83,326.1,242.6,148.82,market_vendor,no,none,440.9,40323.0,68.7
uuid-Y2-442,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00443,A. Ndaka,2028-06-22,kitui_south,mutonguni,male,1.62,yes,whatsapp,no,water_harvesting,cassava,0.94,361.1,158.4,96.52,producer_group,yes,none,415.0,16558.0,69.3
uuid-Y2-443,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00444,P. Kioko,2028-06-04,kitui_rural,mbitini,male,0.96,no,,no,,cassava,0.81,300.9,143.5,79.58,producer_group,yes,reduced_meals sold_productive_asset,398.0,11893.0,72.5
uuid-Y2-444,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00445,A. Ndaka,2028-06-10,kitui_rural,mbitini,male,2.69,yes,whatsapp,no,organic_amendment,maize,0.22,107.3,86.6,102.04,producer_group,yes,none,458.2,8146.0,80.2
uuid-Y2-445,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00446,M. Wanjiru,2028-06-03,mwingi_west,waita,female,0.5,no,,no,staggered_planting,cowpeas,0.24,106.0,93.1,114.84,producer_group,yes,child_labour reduced_meals,423.6,9518.0,72.2
uuid-Y2-446,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00447,A. Ndaka,2028-06-15,kitui_south,mutonguni,male,5.0,yes,sms radio,no,,pigeon_peas,0.4,166.3,67.3,98.2,local_trader,no,sold_productive_asset reduced_meals borrowed_food,391.5,7682.0,65.4
uuid-Y2-447,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00448,S. Kamau,2028-06-23,mwingi_west,kwa_vonza,female,4.71,yes,radio whatsapp,no,organic_amendment min_tillage staggered_planting drought_tolerant_seed intercropping water_harvesting mulching,sorghum,3.83,1776.8,1458.6,93.15,local_trader,no,sold_productive_asset,469.5,160411.0,63.5
uuid-Y2-448,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00449,S. Kamau,2028-06-27,kitui_rural,mbitini,male,2.85,yes,whatsapp,no,intercropping water_harvesting min_tillage staggered_planting organic_amendment,pigeon_peas,1.9,898.0,470.6,101.6,local_trader,no,none,418.9,42890.0,67.1
uuid-Y2-449,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00450,S. Kamau,2028-06-20,mwingi_west,waita,male,3.81,yes,in_person radio,no,,pigeon_peas,0.86,377.8,309.7,65.41,local_trader,no,sold_productive_asset,516.1,17931.0,63.9
uuid-Y2-450,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00451,P. Kioko,2028-06-01,kitui_rural,mbitini,female,3.64,yes,in_person,yes,,sorghum,1.98,598.9,366.1,61.05,market_vendor,no,none,324.2,23701.0,65.5
uuid-Y2-451,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00452,S. Kamau,2028-06-02,kitui_south,mutonguni,male,2.33,no,,yes,water_harvesting drought_tolerant_seed intercropping,cassava,0.5,265.8,177.4,113.67,local_trader,no,none,547.1,25963.0,68.6
uuid-Y2-452,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00453,M. Wanjiru,2028-06-22,mwingi_west,kwa_vonza,male,1.83,no,,no,mulching drought_tolerant_seed water_harvesting intercropping staggered_planting,sorghum,1.33,555.6,347.2,139.15,local_trader,no,none,488.4,57587.0,64.0
uuid-Y2-453,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00454,J. Mwendwa,2028-06-21,kitui_rural,mbitini,female,1.68,no,,yes,staggered_planting intercropping,maize,0.85,330.6,280.1,76.32,processor,no,none,411.9,18582.0,68.5
uuid-Y2-454,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00455,A. Ndaka,2028-06-22,kitui_rural,township,male,5.0,yes,in_person ivr,no,organic_amendment mulching,cassava,1.06,347.1,217.4,155.82,processor,no,borrowed_food,350.9,29494.0,68.6
uuid-Y2-455,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00456,M. Wanjiru,2028-06-19,kitui_rural,mbitini,male,1.11,yes,radio,no,organic_amendment drought_tolerant_seed min_tillage,pigeon_peas,0.6,210.1,183.5,158.97,producer_group,yes,none,342.7,34678.0,77.3
uuid-Y2-456,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00457,J. Mwendwa,2028-06-25,kitui_south,mutonguni,female,1.13,yes,whatsapp,no,,pigeon_peas,0.7,326.3,245.7,133.67,producer_group,yes,sold_productive_asset child_labour,490.2,30393.0,74.5
uuid-Y2-457,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00458,J. Mwendwa,2028-06-10,mwingi_west,kwa_vonza,male,4.03,yes,in_person,no,mulching intercropping drought_tolerant_seed staggered_planting organic_amendment water_harvesting,maize,0.36,165.2,124.6,179.34,local_trader,no,sold_productive_asset child_labour,521.9,25057.0,75.8
uuid-Y2-458,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00459,J. Mwendwa,2028-06-20,kitui_south,mutonguni,male,3.79,yes,ivr,no,water_harvesting,maize,0.61,292.8,227.9,118.96,producer_group,yes,none,467.5,33572.0,77.3
uuid-Y2-459,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00460,P. Kioko,2028-06-22,mwingi_west,waita,male,1.75,no,,no,organic_amendment,green_grams,0.62,299.2,148.5,137.54,producer_group,yes,none,532.5,24415.0,75.1
uuid-Y2-460,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00461,M. Wanjiru,2028-06-12,mwingi_west,waita,male,3.06,yes,whatsapp radio,no,drought_tolerant_seed staggered_planting,green_grams,1.58,770.9,493.2,137.29,market_vendor,no,sold_productive_asset child_labour reduced_meals,447.8,76161.0,63.5
uuid-Y2-461,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00462,A. Ndaka,2028-06-03,kitui_rural,township,male,3.33,no,,yes,drought_tolerant_seed organic_amendment,maize,2.53,1021.8,765.8,113.56,processor,no,none,355.9,72371.0,65.8
uuid-Y2-462,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00463,M. Wanjiru,2028-06-20,kitui_south,kyome_thaana,female,0.69,yes,sms,no,intercropping mulching,cowpeas,0.24,65.8,26.4,561.45,processor,no,none,300.1,2919.0,70.4
uuid-Y2-463,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00464,S. Kamau,2028-06-15,kitui_rural,mbitini,male,4.91,yes,radio,no,drought_tolerant_seed intercropping min_tillage mulching water_harvesting,sorghum,1.58,710.5,455.7,65.55,processor,no,sold_productive_asset borrowed_food reduced_meals,484.3,36617.0,71.2
uuid-Y2-464,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00465,S. Kamau,2028-06-07,mwingi_west,waita,female,3.33,no,,no,drought_tolerant_seed mulching min_tillage,sorghum,3.05,1044.8,810.4,93.91,processor,no,none,397.8,100946.0,70.5
uuid-Y2-465,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00466,M. Wanjiru,2028-06-10,mwingi_west,waita,male,2.88,yes,in_person,no,intercropping water_harvesting,cowpeas,1.08,471.8,306.6,80.36,market_vendor,no,sold_productive_asset child_labour,391.8,30119.0,68.5
uuid-Y2-466,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00467,P. Kioko,2028-06-12,mwingi_west,waita,male,3.35,no,,no,water_harvesting drought_tolerant_seed mulching min_tillage intercropping staggered_planting organic_amendment,cowpeas,0.62,235.2,122.5,78.17,market_vendor,no,sold_productive_asset,387.6,8659.0,62.3
uuid-Y2-467,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00468,J. Mwendwa,2028-06-03,kitui_south,kyome_thaana,male,2.65,yes,in_person whatsapp,yes,organic_amendment min_tillage water_harvesting mulching drought_tolerant_seed,cowpeas,0.88,333.9,239.1,146.31,local_trader,no,none,356.7,34578.0,67.6
uuid-Y2-468,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00469,P. Kioko,2028-06-23,kitui_rural,mbitini,female,1.99,yes,in_person whatsapp,yes,min_tillage staggered_planting drought_tolerant_seed organic_amendment intercropping,green_grams,0.35,116.6,98.5,98.65,market_vendor,no,none,369.1,8040.0,62.4
uuid-Y2-469,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00470,S. Kamau,2028-06-06,mwingi_west,kwa_vonza,male,2.35,no,,no,,pigeon_peas,1.46,668.8,473.0,72.28,market_vendor,no,reduced_meals borrowed_food sold_productive_asset,503.5,37223.0,61.6
uuid-Y2-470,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00471,M. Wanjiru,2028-06-13,mwingi_west,waita,male,0.63,yes,sms ivr,no,,pigeon_peas,0.2,76.7,37.9,105.98,processor,no,none,407.1,3736.0,66.8
uuid-Y2-471,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00472,M. Wanjiru,2028-06-26,mwingi_west,waita,female,5.0,yes,in_person whatsapp,no,,pigeon_peas,2.34,1059.3,750.9,77.44,market_vendor,no,none,404.3,54833.0,67.7
uuid-Y2-472,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00473,P. Kioko,2028-06-18,kitui_rural,mbitini,male,1.96,yes,ivr,no,drought_tolerant_seed staggered_planting water_harvesting,sorghum,0.24,125.5,97.8,165.03,processor,no,sold_productive_asset child_labour borrowed_food,474.9,19048.0,68.8
uuid-Y2-473,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00474,S. Kamau,2028-06-20,kitui_rural,mbitini,male,5.0,yes,in_person whatsapp,yes,water_harvesting organic_amendment drought_tolerant_seed,cowpeas,3.22,1561.5,1323.2,101.72,producer_group,yes,borrowed_food child_labour,461.8,155763.0,75.6
uuid-Y2-474,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00475,P. Kioko,2028-06-24,kitui_rural,township,female,2.37,yes,ivr whatsapp,yes,water_harvesting organic_amendment min_tillage,green_grams,1.01,315.8,219.1,90.71,market_vendor,no,none,351.4,23039.0,67.7
uuid-Y2-475,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00476,J. Mwendwa,2028-06-12,kitui_rural,township,male,1.34,yes,radio ivr,no,intercropping staggered_planting organic_amendment mulching min_tillage drought_tolerant_seed water_harvesting,sorghum,1.13,477.6,320.0,136.58,market_vendor,no,none,420.8,36659.0,63.1
uuid-Y2-476,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00477,J. Mwendwa,2028-06-22,mwingi_west,kwa_vonza,male,4.82,yes,whatsapp radio,yes,staggered_planting drought_tolerant_seed,green_grams,4.07,1402.5,1158.0,157.48,local_trader,no,none,393.5,213385.0,65.8
uuid-Y2-477,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00478,S. Kamau,2028-06-26,mwingi_west,waita,male,2.8,no,,no,staggered_planting intercropping,green_grams,0.81,321.8,272.8,138.53,processor,no,child_labour,431.3,41105.0,61.6
uuid-Y2-478,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00479,M. Wanjiru,2028-06-27,mwingi_west,kwa_vonza,male,5.0,no,,no,water_harvesting staggered_planting,green_grams,4.08,1756.3,820.1,71.5,market_vendor,no,none,443.4,48489.0,60.1
uuid-Y2-479,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00480,M. Wanjiru,2028-06-26,mwingi_west,waita,male,1.31,yes,in_person,no,min_tillage mulching drought_tolerant_seed water_harvesting organic_amendment staggered_planting,maize,0.36,193.9,159.1,102.13,local_trader,no,none,579.0,20813.0,68.3
uuid-Y2-480,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00481,P. Kioko,2028-06-04,mwingi_west,kwa_vonza,female,4.95,yes,ivr sms,yes,staggered_planting water_harvesting drought_tolerant_seed min_tillage,maize,2.78,1447.6,622.8,63.39,processor,no,none,455.5,46928.0,63.8
uuid-Y2-481,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00482,P. Kioko,2028-06-08,kitui_rural,township,male,5.0,yes,in_person,no,,sorghum,4.87,1853.4,1163.5,124.44,processor,no,none,430.9,161736.0,68.7
uuid-Y2-482,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00483,A. Ndaka,2028-06-07,mwingi_west,kwa_vonza,female,3.52,yes,whatsapp sms,no,drought_tolerant_seed staggered_planting intercropping water_harvesting organic_amendment mulching,cowpeas,0.79,357.1,187.1,167.57,local_trader,no,reduced_meals sold_productive_asset borrowed_food,472.4,40869.0,69.4
uuid-Y2-483,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00484,M. Wanjiru,2028-06-13,kitui_rural,township,female,5.0,yes,sms,no,min_tillage drought_tolerant_seed,cowpeas,0.95,398.7,193.9,70.67,market_vendor,no,sold_productive_asset,384.5,14215.0,64.2
uuid-Y2-484,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00485,S. Kamau,2028-06-08,kitui_rural,township,male,2.0,no,,no,drought_tolerant_seed intercropping min_tillage staggered_planting water_harvesting organic_amendment mulching,green_grams,1.9,1032.6,425.7,152.64,processor,no,child_labour,489.1,75541.0,67.9
uuid-Y2-485,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00486,A. Ndaka,2028-06-06,mwingi_west,kwa_vonza,female,1.1,yes,whatsapp radio,yes,,pigeon_peas,0.83,281.3,176.7,132.75,market_vendor,no,borrowed_food,360.4,20844.0,64.1
uuid-Y2-486,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00487,M. Wanjiru,2028-06-15,mwingi_west,waita,female,1.43,yes,radio whatsapp,no,staggered_planting,green_grams,0.95,372.4,264.0,56.63,processor,no,reduced_meals,377.5,12471.0,60.6
uuid-Y2-487,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00488,A. Ndaka,2028-06-16,kitui_rural,mbitini,female,2.26,no,,no,organic_amendment water_harvesting mulching staggered_planting intercropping min_tillage,cassava,0.99,519.0,439.3,93.24,market_vendor,no,none,559.8,46539.0,66.5
uuid-Y2-488,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00489,S. Kamau,2028-06-05,mwingi_west,waita,male,3.64,yes,in_person whatsapp,no,organic_amendment water_harvesting,maize,2.04,762.4,435.3,69.41,processor,no,none,342.5,34702.0,64.7
uuid-Y2-489,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00490,P. Kioko,2028-06-06,mwingi_west,kwa_vonza,male,1.17,no,,no,water_harvesting staggered_planting,green_grams,0.47,145.6,100.3,142.96,local_trader,no,reduced_meals sold_productive_asset,357.9,12888.0,64.8
uuid-Y2-490,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00491,S. Kamau,2028-06-09,mwingi_west,waita,male,1.68,yes,whatsapp,no,intercropping organic_amendment,pigeon_peas,1.68,772.6,573.8,81.58,processor,no,none,453.2,47268.0,72.0
uuid-Y2-491,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00492,M. Wanjiru,2028-06-22,mwingi_west,waita,male,1.25,yes,ivr,yes,,green_grams,0.48,216.3,103.6,121.65,market_vendor,no,borrowed_food child_labour reduced_meals,478.6,13694.0,61.5
uuid-Y2-492,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00493,S. Kamau,2028-06-04,mwingi_west,waita,male,4.08,yes,radio whatsapp,yes,water_harvesting drought_tolerant_seed,cowpeas,1.93,1015.3,657.7,153.23,processor,no,none,470.0,120816.0,67.2
uuid-Y2-493,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00494,P. Kioko,2028-06-19,kitui_rural,township,male,5.0,no,,no,min_tillage water_harvesting intercropping staggered_planting organic_amendment,cassava,2.11,608.6,490.0,154.6,producer_group,yes,reduced_meals,283.2,63505.0,71.1
uuid-Y2-494,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00495,P. Kioko,2028-06-22,kitui_south,mutonguni,male,0.95,yes,radio,yes,mulching drought_tolerant_seed,maize,0.39,124.9,54.6,172.57,producer_group,yes,borrowed_food sold_productive_asset,348.6,11586.0,76.8
uuid-Y2-495,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00496,A. Ndaka,2028-06-13,mwingi_west,waita,female,3.15,no,,yes,intercropping,sorghum,2.72,1292.4,564.8,129.78,market_vendor,no,child_labour borrowed_food sold_productive_asset,451.8,87509.0,67.0
uuid-Y2-496,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00497,A. Ndaka,2028-06-19,mwingi_west,kwa_vonza,male,4.41,yes,ivr,yes,intercropping,sorghum,2.75,915.7,385.8,153.94,market_vendor,no,none,320.6,71183.0,67.2
uuid-Y2-497,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00498,J. Mwendwa,2028-06-10,mwingi_west,kwa_vonza,male,1.87,yes,in_person ivr,no,staggered_planting drought_tolerant_seed min_tillage,sorghum,0.8,242.6,153.3,87.87,market_vendor,no,none,355.6,12384.0,63.3
